id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score,pdf_path
1907.04441v2,Design rules for liquid crystalline electrolytes for enabling dendrite-free lithium metal batteries,2019,"physics.app-ph, physics.chem-ph","dendrite free electrodeposition of lithium metal is necessary for the
adoption of high energy density rechargeable lithium metal batteries. here, we
demonstrate a new mechanism of using a liquid crystalline electrolyte to
suppress dendrite growth with a lithium metal anode. a nematic liquid
crystalline electrolyte modifies the kinetics of electrodeposition by
introducing additional overpotential due to its bulk distortion and anchoring
free energy. by extending the phase-field model, we simulate the morphological
evolution of the metal anode and explore the role of bulk distortion and
anchoring strengths on the electrodeposition process. we find that adsorption
energy of liquid crystalline molecules on lithium surface can be a good
descriptor for the anchoring energy and obtain it using first-principles
density functional theory calculations. unlike other extrinsic mechanisms, we
find that liquid crystals with high anchoring strengths can ensure smooth
electrodeposition of lithium metal, thus paving the way for practical
applications in rechargeable batteries based on metal anodes.",http://arxiv.org/pdf/1907.04441v2,Downloaded (4316.40 KB),"lithium, cu, deposition, electrodeposition",50,pdfs/1907.04441v2.pdf
2407.05799v1,Fabrication of n+ contact on p-type high pure Ge by cathodic electrodeposition of Li and impedance analysis of n+/p diode at low temperatures,2024,"physics.app-ph, cond-mat.mtrl-sci","fabrication of diode by forming n-type electrical contact on germanium (ge)
and its ac impedance analysis is important for radiation detection in the form
of pulses. in this work lithium (li) metal has been electro-deposited on p-type
ge single crystal from molten lithium nitrate at 260{\deg}c. the depth of li
diffusion in ge was successfully varied by changing the electroplating time as
determined by sheet resistance (sr) measurement after successive lapping of ge
surface. li is found to diffuse up to 500 micron inside ge by heat treatment of
as deposited li/ge at 350{\deg}c for 1 hour. a stable n-type electrical contact
on ge with sr ~1 ohm/square and impurity concentration ~3.7x10^15/cm^3 is
developed by li incorporation in p-type ge crystal showing net carrier
concentration ~3.4x10^10/cm^3 and sr ~100 kohm/square. acceptor concentration
determined from the 1/c^2 vs v plot shows similar temperature dependence as
found by hall measurement. the fabricated n+/p junction exhibit ideal diode
characteristics with gradual increase in cut off voltage at low temperatures.
under forward bias, junction capacitance mainly comprises of diffusion
capacitance (~10 micro.f) showing strong frequency dependence and the impedance
is partly resistive resulting in semicircular cole-cole plot. imaginary
impedance spectra reveal that the relaxation time for the diffusion of majority
carriers decreases at higher temperatures and increased forward voltages. the
diode is purely capacitive under reverse bias showing a line parallel to the
y-axis in the cole-cole plot with frequency independent (100hz-100mhz)
depletion capacitance ~10pf.",http://arxiv.org/pdf/2407.05799v1,Downloaded (5030.11 KB),"lithium, cu, deposition, electrodeposition, electroplating",62,pdfs/2407.05799v1.pdf
1505.05604v2,Dendrite Suppression by Shock Electrodeposition in Charged Porous Media,2015,"physics.chem-ph, cond-mat.mes-hall, cond-mat.mtrl-sci","it is shown that surface conduction can stabilize electrodeposition in
random, charged porous media at high rates, above the diffusion-limited
current. after linear sweep voltammetry and impedance spectroscopy, copper
electrodeposits are visualized by scanning electron microscopy and energy
dispersive spectroscopy in two different porous separators (cellulose nitrate,
polyethylene), whose surfaces are modified by layer-by-layer deposition of
positive or negative charged polyelectrolytes. above the limiting current,
surface conduction inhibits growth in the positive separators and produces
irregular dendrites, while it enhances growth and suppresses dendrites behind a
deionization shock in the negative separators, also leading to improved cycle
life. the discovery of stable uniform growth in the random media differs from
the non-uniform growth observed in parallel nanopores and cannot be explained
by classical quasi-steady leaky membrane models, which always predict
instability and dendritic growth. instead, the experimental results suggest
that transient electro-diffusion in random porous media imparts the stability
of a deionization shock to the growing metal interface behind it. shock
electrodeposition could be exploited to enhance the cycle life and recharging
rate of metal batteries or to accelerate the fabrication of metal matrix
composite coatings.",http://arxiv.org/pdf/1505.05604v2,Downloaded (1720.20 KB),"cu, deposition, electrodeposition, copper",50,pdfs/1505.05604v2.pdf
1609.00597v1,Influence of Cu deposition potential on the giant magnetoresistance and surface roughness of electrodeposited Ni-Co/Cu multilayers,2016,cond-mat.mtrl-sci,"it has been shown previously for electrodeposited co/cu multilayers that the
single-bath electrodeposition process can be optimized from an electrochemical
point of view in order to avoid unwanted co dissolution and incorporation of co
in the non-magnetic layer during the cu deposition pulse. in the present work,
electrodeposition of ni-co/cu multilayers has been studied to clarify if the
same optimization method is appropriate when two magnetic elements are present
and if this potential results in the largest giant magnetoresistance (gmr) for
the particular alloy system studied. for this purpose, several ni-co/cu
multilayers were prepared by varying the deposition potential of the cu layer.
the composition analysis of the deposits showed that the ni:co ratio exhibits a
minimum as a function of the cu deposition potential, which can be explained by
considering both the dissolution of co and the mass transport of the reactants.
both the saturation gmr value and the intensity of the satellite peaks in the
x-ray diffractograms were highly correlated with the resulting surface
roughness of the deposits which was strongly varying with the cu deposition
potential. higher gmr values, lower saturation fields and more perfect
multilayer structure were observed for sufficiently positive cu deposition
potentials only which enabled a partial co dissolution resulting in a reduced
surface roughness. the results draw attention to the complexity of the
optimization procedure of the deposition of multilayers with several alloying
components.",http://arxiv.org/pdf/1609.00597v1,Downloaded (555.61 KB),"cu, deposition, electrodeposition",38,pdfs/1609.00597v1.pdf
1803.01898v2,Strategic Research Grant Report: Fiber-shaped lithium-ion batteries with metallic electrodes,2018,"physics.app-ph, physics.chem-ph","we have demonstrated a fiber lithium ion battery (lib) fabricated by
co-twisting a lifepo4 composite-coated copper wire (cathode) together with an
aluminum wire (anode). an all-solid lipf6 composite layer functioning both as
the electrolyte and battery separator is deposited onto the two electrode wires
before twisting. to characterize the electrochemical properties of the battery,
charge-discharge tests with different c-rates are performed. the fiber lib has
an open-circuit voltage of ~3.4 v, and the typical specific capacity is found
to be ~87 mahg-1 at 0.5 c charge-discharge rate. besides, the proposed battery
has a coulombic efficiency of more than 82% throughout all the charge-discharge
tests. we also find that bending of the fiber battery has insignificant
influence on the battery electrochemical properties.",http://arxiv.org/pdf/1803.01898v2,Downloaded (618.27 KB),"battery, lithium, cu, copper",50,pdfs/1803.01898v2.pdf
2505.03956v1,Observation of Order and Disorder in Solid-Electrolyte Interphases of Lithium-Metal Anodes,2025,"cond-mat.mtrl-sci, physics.atom-ph","battery interfaces critically influence lithium-metal battery performance
through their role in ion diffusion and dendrite formation. however, structural
characterization of these interfaces has remained challenging due to
limitations in high-resolution methods and artifacts from electron irradiation.
using cryogenic conditions for both specimen preparation and scanning electron
nanobeam diffraction, we can determine the structural organization at the
interface between the vitrified electrolyte and adjacent layers. we identified
two distinct interface types: one showing short-range order adjacent to lithium
metal, and another displaying a mixed structure of short-range ordering and
defective lithium fluoride nanoscale crystallites at a copper collector.
notably, short-range order appeared exclusively in electrolytes demonstrating
high reversibility. our results establish that solid-electrolyte-interphase
structure directly influences lithium deposition morphology and battery
performance. this methodology opens new possibilities for high-resolution
characterization of interfaces in energy storage materials, advancing our
understanding of their critical structural properties.",http://arxiv.org/pdf/2505.03956v1,Downloaded (1913.14 KB),"battery, lithium, deposition, copper",50,pdfs/2505.03956v1.pdf
1709.05073v3,Theory of voltammetry in charged porous media,2017,physics.chem-ph,"we couple the leaky membrane model, which describes the diffusion and
electromigration of ions in a homogenized porous medium of fixed background
charge, with butler-volmer reaction kinetics for flat electrodes separated by
such a medium in a simple mathematical theory of voltammetry. the model is
illustrated for the prototypical case of copper electro-deposition/dissolution
in aqueous charged porous media. we first consider the steady state with three
different experimentally relevant boundary conditions and derive analytical or
semi-analytical expressions for concentration profiles, electric potential
profiles, current-voltage relations and overlimiting conductances. next, we
perform nonlinear least squares fitting on experimental data, consider the
transient response for linear sweep voltammetry and demonstrate good agreement
of the model predictions with experimental data. the experimental datasets are
for copper electrodeposition from copper(ii) sulfate solutions in a variety of
nanoporous media, such as anodic aluminum oxide, cellulose nitrate and
polyethylene battery separators, whose internal surfaces are functionalized
with positively and negatively charged polyelectrolyte polymers.",http://arxiv.org/pdf/1709.05073v3,Downloaded (3104.13 KB),"battery, cu, deposition, electrodeposition, copper",62,pdfs/1709.05073v3.pdf
1806.09109v1,Copper underpotential deposition on boron nitride nanomesh,2018,"cond-mat.mtrl-sci, physics.app-ph","the boron nitride nanomesh is a corrugated monolayer of hexagonal boron
nitride (h-bn) on rh(111), which so far has been studied mostly under ultrahigh
vacuum conditions. here, we investigate how copper underpotential deposition
(upd) can be used to quantify defects in the boron nitride monolayer and to
assess the potential window of the nanomesh, which is important to explore its
functionality under ambient and electrochemical conditions. in dilute sulfuric
acid, the potential window of h-bn/rh(111) is close to 1 volt, i.e. larger than
that of the rh substrate, and is limited by molecular hydrogen evolution on the
negative and by oxidative removal on the positive side. from copper upd on
pristine h-bn/rh(111) wafer samples, we estimate a collective defect fraction
on the order of 0.08-0.7% of the geometric area, which may arise from line and
point defects in the h-bn layer that are created during its chemical vapour
deposition. overpotential deposition (opd) is demonstrated to have significant
consequences on the defect area. we hypothesise that this non-innocent cu
electrodeposition involves intercalation originating at initial defects,
causing irreversible delamination of the h-bn layer; this effect may be used
for 2d material nanoengineering. on the relevant timescale, upd itself does not
alter the defect area on repeated cycling; therefore, metal upd may find use as
a general tool to determine the collective defect area in hybrids between 2d
materials and various substrate metals.",http://arxiv.org/pdf/1806.09109v1,Downloaded (613.68 KB),"cu, deposition, electrodeposition, copper",50,pdfs/1806.09109v1.pdf
1903.09593v1,Design Principles for Self-forming Interfaces Enabling Stable Lithium Metal Anodes,2019,"physics.app-ph, physics.chem-ph","the path toward li-ion batteries with higher energy-densities will likely
involve use of thin lithium metal (li) anode (<50 $\mu$m in thickness), whose
cyclability today remains limited by dendrite formation and low coulombic
efficiency. previous studies have shown that the solid-electrolyte-interface
(sei) of li metal plays a crucial role in li electrodeposition and stripping.
however, design rules for optimal seis on lithium metal are not
well-established. here, using integrated experimental and modeling studies on a
series of structurally-similar sei-modifying compounds as model systems, we
reveal the relationship between sei compositions, li deposition morphology and
coulombic efficiency, and identify two key descriptors (ionicity and
compactness) for high performance seis through integrated experimental and
modeling studies. using this understanding, we design a highly ionic and
compact sei that shows excellent cycling performance in licoo$_2$-li full cells
at practical current densities. our results provide guidance for the rational
selection and optimization of sei modifiers to further improve li metal anodes.",http://arxiv.org/pdf/1903.09593v1,Downloaded (3124.66 KB),"lithium, cu, deposition, electrodeposition",50,pdfs/1903.09593v1.pdf
2309.16006v1,Quantitative Analysis of Sodium Metal Deposition and Interphase in Na Metal Batteries,2023,physics.app-ph,"sodium-ion batteries exhibit significant promise as a viable alternative to
current lithium-ion technologies owing to their sustainability, low cost per
energy density, reliability, and safety. despite recent advancements in cathode
materials for this category of energy storage systems, the primary challenge in
realizing practical applications of sodium-ion systems is the absence of an
anode system with high energy density and durability. although na metal is the
ultimate anode that can facilitate high-energy sodium-ion batteries, its use
remains limited due to safety concerns and the high-capacity loss associated
with the high reactivity of na metal. in this study, titration gas
chromatography is employed to accurately quantify the sodium inventory loss in
ether- and carbonate-based electrolytes. uniaxial pressure is developed as a
powerful tool to control the deposition of sodium metal with dense morphology,
thereby enabling high initial coulombic efficiencies. in ether-based
electrolytes, the na metal surface exhibits the presence of a uniform solid
electrolyte interphase layer, primarily characterized by favorable inorganic
chemical components with close-packed structures. the full cell, utilizing a
controlled electroplated sodium metal in ether-based electrolyte, provides
capacity retention of 91.84% after 500 cycles at 2c current rate and delivers
86 mah/g discharge capacity at 45c current rate, suggesting the potential to
enable na metal in the next generation of sodium-ion technologies with
specifications close to practical requirements.",http://arxiv.org/pdf/2309.16006v1,Downloaded (1125.59 KB),"lithium, cu, deposition",38,pdfs/2309.16006v1.pdf
2005.05375v2,Computational Investigation of Copper Phosphides as Conversion Anodes for Lithium-Ion Batteries,2020,cond-mat.mtrl-sci,"using first principles structure searching with density-functional theory
(dft) we identify a novel $fm\bar{3}m$ phase of cu$_2$p and two low-lying
metastable structures, an $i\bar{4}3d$--cu$_3$p phase, and a
$cm$--cu$_3$p$_{11}$ phase. the computed pair distribution function of the
novel $cm$--cu$_3$p$_{11}$ phase shows its structural similarity to the
experimentally identified $cm$--cu$_2$p$_7$ phase. the relative stability of
all cu--p phases at finite temperatures is determined by calculating the gibbs
free energy using vibrational effects from phonon modes at 0 k. from this, a
finite-temperature convex hull is created, on which $fm\bar{3}m$--cu$_2$p is
dynamically stable and the cu$_{3-x}$p ($x < 1$) defect phase
$cmc2_1$--cu$_8$p$_3$ remains metastable (within 20 mev/atom of the convex
hull) across a temperature range from 0 k to 600 k. both cup$_2$ and cu$_3$p
exhibit theoretical gravimetric capacities higher than contemporary graphite
anodes for li-ion batteries; the predicted cu$_2$p phase has a theoretical
gravimetric capacity of 508 mah/g as a li-ion battery electrode, greater than
both cu$_3$p (363 mah/g) and graphite (372 mah/g). cu$_2$p is also predicted to
be both non-magnetic and metallic, which should promote efficient electron
transfer in the anode. cu$_2$p's favorable properties as a metallic,
high-capacity material suggest its use as a future conversion anode for li-ion
batteries; with a volume expansion of 99% during complete cycling, cu$_2$p
anodes could be more durable than other conversion anodes in the cu--p system
with volume expansions greater than 150%.",http://arxiv.org/pdf/2005.05375v2,Downloaded (6672.15 KB),"battery, lithium, cu, copper",50,pdfs/2005.05375v2.pdf
0707.0749v1,Kinetics of Electrodeposition of Silver and Copper at Template Synthesis of Nanowires,2007,"cond-mat.mes-hall, cond-mat.mtrl-sci","the results of investigation of kinetics of nanopores filling into membranes
from aluminum oxide (pore diameter - 200 nm, porosity ~ 50%) at
electrodeposition of copper and silver are described. it is shown, that at
identical quantity of electricity passed through solutions, the degree of pores
filling by metal (average thickness of a deposit) is various for copper and
silver deposition. calculated (according faraday law) and experimental
dependences of deposition rates of these metals on quantity of electricity
passed at direct and pulse currents are presented. galvanodynamic i - v
dependences have been obtained at various current scanning rates. the smaller
rate of deposition allows to decrease concentration limitations of electrode
process and to obtain higher average thickness of metal deposits and higher
filling degree. the limiting values of quantity of electricity for direct and
pulse currents were determined. the average thickness of silver and copper
deposits was obtained. a degree of pores filling, the morphology and chemical
microanalysis were studied on cross-section of the membrane, using tescan sem
equipped with an oxford instruments inca enerqy edx-system.",http://arxiv.org/pdf/0707.0749v1,Downloaded (243.46 KB),"cu, deposition, electrodeposition, copper",50,pdfs/0707.0749v1.pdf
1504.05799v1,Stability and surface diffusion at lithium-electrolyte interphases with connections to dendrite suppression,2015,"cond-mat.mtrl-sci, physics.comp-ph","this work presents an ab initio exploration of fundamental mechanisms with
direct relevance to dendrite formation at lithium-electrolyte interfaces.
specifically, we explore surface diffusion barriers and solvated surface
energies of typical solid-electrolyte interphase layers of lithium metal
electrodes. our results indicate that surface diffusion is an important
mechanism for understanding the recently observed dendrite suppression from
lithium-halide passivating layers, which were motivated by our previous work.
our results uncover possible mechanisms underlying a new pathway for mitigating
dendridic electrodeposition of lithium on metal and thereby contribute to the
ongoing efforts to develop stable lithium metal anodes for rechargeable battery
systems.",http://arxiv.org/pdf/1504.05799v1,Downloaded (2372.42 KB),"battery, lithium, deposition, electrodeposition",50,pdfs/1504.05799v1.pdf
1805.07551v1,Electrochemical solid-state amorphization in the immiscible Cu-Li system: Size matters,2018,cond-mat.mtrl-sci,"as a typical immiscible binary system, copper (cu) and lithium (li) show no
alloying and chemical intermixing under normal circumstances. a notable example
that takes advantages of the immiscibility between cu and li is the widespread
utilization of cu foils as the anodic current collector in li-ion batteries.
here we show that the nanoscale size effect can play a subtle yet critical role
in mediating the chemical activity of cu and therefore its miscibility with li,
such that the electrochemical alloying and solid-state amorphization will occur
in such an immiscible system when decreasing cu nanoparticle sizes into
ultrasmall range. this unusual observation was accomplished by performing
in-situ studies of the electrochemical lithiation processes of individual cuo
nanowires inside a transmission electron microscopy (tem). upon lithiation, cuo
nanowires are first electrochemically reduced to form discrete ultrasmall cu
nanocrystals that, unexpectedly, can in turn undergo further electrochemical
lithiation to form amorphous culix nanoalloys. real-time dynamic observations
by in-situ tem unveil that there is a critical grain size (ca. 6 nm), below
which the crystalline cu nanoparticles can be continuously lithiated and
amorphized. electron energy loss spectra indicate that there is a net charge
transfer from li to cu in the amorphous culix nanoalloys. another intriguing
finding is that the amorphous alloying phenomena in cu-li system is reversible,
as manifested by the in-situ observation of electron-beam-induced delithiation
of the as-formed amorphous culix nanoalloys.",http://arxiv.org/pdf/1805.07551v1,Downloaded (271.14 KB),"lithium, cu, copper",38,pdfs/1805.07551v1.pdf
