id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score,pdf_path
1805.04742v1,Influence of temperature on the strain rate sensitivity and deformation mechanisms of nanotwinned Cu,2018,cond-mat.mtrl-sci,"the mechanical behavior of nanotwinned cu was studied through indentation
creep and constant strain rate indentation tests from 25 $^\circ$c to 200
$^\circ$c. the results showed an enhanced strain rat...",http://arxiv.org/pdf/1805.04742v1,Downloaded (566.83 KB),"twin, nanotwinned, cu",19,pdfs/1805.04742v1.pdf
1108.3888v1,Structure and magnetic properties of nanostructured Pd-Fe thin films produced by pulse electrodeposition,2011,cond-mat.mtrl-sci,"nanostructured pd-fe thin films with varied fe content were prepared by
electrodeposition technique from organic electrolytes on cu and brass
substrates. the structure and the magnetic properties of t...",http://arxiv.org/pdf/1108.3888v1,Downloaded (554.48 KB),"deposition, electrodeposition, cu",19,pdfs/1108.3888v1.pdf
1112.1894v1,With no Color and Scent (part II): Metal and Alloy Microstructures-Handmade Replicas of Natural Objects,2011,"cond-mat.mtrl-sci, cond-mat.mes-hall","as a continuation of work on metal and alloy ""plants"" synthesis on porous
membranes by means of pulsed current electroplating volume metallic
microstructures resembling such natural objects as shells,...",http://arxiv.org/pdf/1112.1894v1,Downloaded (1345.33 KB),"electroplating, cu",12,pdfs/1112.1894v1.pdf
1604.00972v1,On signatures of sonic wavepackets in time-resolved X-ray diffractometry of metal single crystals absorbing pulse from ultrafast laser,2016,"cond-mat.mtrl-sci, physics.optics","copper (cu), gold (au) (111) crystals were illuminated with 120 fs pulses and
probed by 600 fs x-ray pulses. rocking curves were measured versus 267 nm (uv)
pump- 0.154 nm probe delay time. curve widt...",http://arxiv.org/pdf/1604.00972v1,Downloaded (421.28 KB),"boundary, copper, cu",19,pdfs/1604.00972v1.pdf
2001.01236v1,Strain gradient drives lithium dendrite growth from the atomic-scale simulations,2020,cond-mat.mtrl-sci,"dendrite formation is a major obstacle, such as capacity loss and short
circuit, to the next-generation high-energy-density lithium (li) metal
batteries. the development of successful li dendrite miti...",http://arxiv.org/pdf/2001.01236v1,Downloaded (1518.53 KB),"lithium, copper, cu",19,pdfs/2001.01236v1.pdf
1205.0833v1,"Epitaxial (111) Films of Cu, Ni, and Cu$_xNi$_y$ on α-Al$_2$O$_3$(0001) for Graphene Growth by Chemical Vapor Deposition",2012,cond-mat.mtrl-sci,"films of (111)-textured cu, ni, and cu$_x$ni$_y$ were evaluated as substrates
for chemical vapor deposition of graphene. a metal thickness of 400 nm to 700
nm was sputtered onto a substrate of $\alpha...",http://arxiv.org/pdf/1205.0833v1,Downloaded (1133.94 KB),"deposition, twin, cu",19,pdfs/1205.0833v1.pdf
2211.10829v1,Depositing boron on Cu(111): Borophene or boride?,2022,"cond-mat.mtrl-sci, cond-mat.mes-hall, physics.app-ph","large-area single-crystal surface structures were successfully prepared on
cu(111) substrate with boron deposition, which is critical for prospective
applications. however, the proposed borophene stru...",http://arxiv.org/pdf/2211.10829v1,Downloaded (1799.93 KB),"deposition, copper, cu",19,pdfs/2211.10829v1.pdf
0712.1009v1,The CH3SH molecule deposited on Cu(111) and deprotonation,2007,cond-mat.mtrl-sci,"we demonstrate for the first time that when a methanethiol adsorbed on the
regular cu(111) surface, the dissociative structure is thermodynamically more
stable than the intact one. the computational r...",http://arxiv.org/pdf/0712.1009v1,Downloaded (332.36 KB),"copper, cu",12,pdfs/0712.1009v1.pdf
1607.05950v1,Molecular dynamics simulation of fabrication of Cu mono-component metallic glass by physical vapor deposition on Zr substrate,2016,"cond-mat.mtrl-sci, physics.chem-ph","in this work, the single-component cu metallic glass was fabricated by the
physical vapor deposition on the zr (0001) crystal substrate at 100 k using the
classical molecular dynamic simulation. the s...",http://arxiv.org/pdf/1607.05950v1,Downloaded (452.85 KB),"deposition, cu",12,pdfs/1607.05950v1.pdf
1805.07551v1,Electrochemical solid-state amorphization in the immiscible Cu-Li system: Size matters,2018,cond-mat.mtrl-sci,"as a typical immiscible binary system, copper (cu) and lithium (li) show no
alloying and chemical intermixing under normal circumstances. a notable example
that takes advantages of the immiscibility b...",http://arxiv.org/pdf/1805.07551v1,Downloaded (271.14 KB),"lithium, copper, cu",19,pdfs/1805.07551v1.pdf
1901.05033v2,Linear stability analysis of transient electrodeposition in charged porous media: suppression of dendritic growth by surface conduction,2019,physics.chem-ph,"we study the linear stability of transient electrodeposition in a charged
random porous medium, whose pore surface charges can be of any sign, flanked by
a pair of planar metal electrodes. discretizat...",http://arxiv.org/pdf/1901.05033v2,Downloaded (4744.65 KB),"deposition, boundary, copper, electrodeposition, electroplating, cu",38,pdfs/1901.05033v2.pdf
1401.8089v1,Interaction between graphene and copper substrate: The role of lattice orientation,2014,cond-mat.mes-hall,"we present a comprehensive study of graphene grown by chemical vapor
deposition on copper single crystals with exposed (100), (110) and (111) faces.
direct examination of the as-grown graphene by rama...",http://arxiv.org/pdf/1401.8089v1,Downloaded (4022.55 KB),"deposition, copper, cu",19,pdfs/1401.8089v1.pdf
2109.15269v2,Alkaline CO electro-oxidation: Mechanistic Differences between Copper and Gold Single Crystals and Peculiarities of various Copper Facets,2021,physics.chem-ph,"understanding co electro-oxidation is crucial towards designing catalysts for
electrochemically oxidizing complex organic molecules. earth-abundant copper
(cu) has recently been demonstrated to exhibi...",http://arxiv.org/pdf/2109.15269v2,Downloaded (4403.78 KB),"copper, cu",12,pdfs/2109.15269v2.pdf
2308.03559v1,Oxide layer formation prevents deteriorating ion migration in thermoelectric Cu$_2$Se during operation in air,2023,cond-mat.mtrl-sci,"cu$_2$se is a mixed ionic-electronic conductor with outstanding
thermoelectric performance originally envisioned for space missions.
applications were discontinued due to material instability, where e...",http://arxiv.org/pdf/2308.03559v1,Downloaded (1015.41 KB),"deposition, cu",12,pdfs/2308.03559v1.pdf
1607.01960v1,Temperature dependence of the electrical resistivity and the anisotropic magnetoresistance (AMR) of electrodeposited Ni Co alloys,2016,cond-mat.mtrl-sci,"the electrical resistivity and the anisotropic magnetoresistance (amr) was
investigated for ni co alloys at and below room temperature. the ni co alloy
layers having a thickness of about 2 um were pre...",http://arxiv.org/pdf/1607.01960v1,Downloaded (345.12 KB),"deposition, electrodeposition, cu",19,pdfs/1607.01960v1.pdf
1412.7792v1,Cu codoping control over magnetic precipitate formation in ZnCoO nanowires,2014,cond-mat.mtrl-sci,"using electrodeposition, we have grown nanowires of zncoo with cu codoping
concentrations varying from 4-10 at.%, controlled only by the deposition
potential. we demonstrate control over magnetic co o...",http://arxiv.org/pdf/1412.7792v1,Downloaded (392.92 KB),"deposition, electrodeposition, cu",19,pdfs/1412.7792v1.pdf
2108.11081v1,Selective copper recovery from ammoniacal waste streams using a systematic biosorption process,2021,physics.app-ph,"cu-nh3 bearing effluents arise from electroplating and metal extraction
industries, requiring innovative and sustainable cu recovery technologies to
reduce their adverse environmental impact. co32- an...",http://arxiv.org/pdf/2108.11081v1,Downloaded (763.09 KB),"copper, electroplating, cu",19,pdfs/2108.11081v1.pdf
1807.08055v1,The growth of metastable fcc Fe78Ni22 thin films on H-Si(100) substrates suitable for focused ion beam direct magnetic patterning,2018,cond-mat.mtrl-sci,"we have studied the growth of metastable face-centered-cubic, non-magnetic
fe78ni22 thin films on silicon substrates. these films undergo a magnetic
(paramagnetic to ferromagnetic) and structural (fcc...",http://arxiv.org/pdf/1807.08055v1,Downloaded (417.50 KB),"copper, cu",12,pdfs/1807.08055v1.pdf
2408.13090v1,Direct observation of structural phase transformations during continuous phosphorus deposition on Cu(111),2024,"cond-mat.mtrl-sci, cond-mat.mes-hall","blue phosphorene -- two-dimensional, hexagonal-structured, semiconducting
phosphorus -- has gained attention as it is considered easier to synthesize on
metal surfaces than its allotrope, black phosph...",http://arxiv.org/pdf/2408.13090v1,Downloaded (1110.38 KB),"deposition, copper, cu",19,pdfs/2408.13090v1.pdf
1807.04693v1,"Ni-P coatings electroplating - A review, Part I: Pure Ni-P alloy",2018,"physics.app-ph, cond-mat.mtrl-sci","in the electroplating industry ni-p coatings are extensively employed owing
to their excellent properties which enable substrate protection against
corrosion and wear. depending on their composition a...",http://arxiv.org/pdf/1807.04693v1,Downloaded (2678.48 KB),"deposition, electrodeposition, electroplating",19,pdfs/1807.04693v1.pdf
1702.01065v1,Giant magnetoresistance and structure of electrodeposited Co/Cu multilayers: the influence of layer thicknesses and Cu deposition potential,2017,cond-mat.mtrl-sci,"the giant magnetoresistance (gmr) and structure was investigated for
electrodeposited co/cu multilayers prepared by a conventional
galvanostatic/potentiostatic pulse combination from a pure sulfate el...",http://arxiv.org/pdf/1702.01065v1,Downloaded (463.32 KB),"deposition, cu",12,pdfs/1702.01065v1.pdf
1609.06280v1,Magnetoresistance and surface roughness study of electrodeposited Ni50Co50/Cu multilayers,2016,cond-mat.mtrl-sci,"room-temperature transport properties (the zero-field resistivity, \rho 0,
and the gmr) were studied for ed ni50co50/cu multilayers as a function of the
individual layer thicknesses and total multilay...",http://arxiv.org/pdf/1609.06280v1,Downloaded (322.06 KB),"deposition, cu",12,pdfs/1609.06280v1.pdf
1307.6785v1,Control of Intermolecular Bonds by Deposition Rates at Room Temperature: Hydrogen Bonds versus Metal Coordination in Trinitrile Monolayers,2013,cond-mat.mtrl-sci,"self-assembled monolayers of 1,3,5-tris(4'-biphenyl-4""-carbonitrile)benzene,
a large functional trinitrile molecule, on the (111) surfaces of copper and
silver under ultrahigh vacuum conditions were s...",http://arxiv.org/pdf/1307.6785v1,Downloaded (740.64 KB),"deposition, copper, cu",19,pdfs/1307.6785v1.pdf
2107.10496v1,Temperature and Face Dependent Copper-Graphene Interactions,2021,"cond-mat.mtrl-sci, cond-mat.mes-hall, cond-mat.other","the interaction between graphene and metals represents an important issue for
the large-area preparation of graphene, graphene transfer and the contact
quality in graphene devices. we demonstrate a si...",http://arxiv.org/pdf/2107.10496v1,Downloaded (851.57 KB),"copper, cu",12,pdfs/2107.10496v1.pdf
2103.12384v1,Fcc -> bcc phase transition kinetics in an immiscible binary system: atomistic evidence of the twinning mechanism of transformation,2021,cond-mat.mtrl-sci,"extensive atomistic simulations based on the quasiparticle (qa) approach are
performed to determine the momentous aspects of the displacive fcc/bcc phase
transformation in a binary system. we demonstr...",http://arxiv.org/pdf/2103.12384v1,Downloaded (20784.50 KB),"twin, cu, fcc cu",19,pdfs/2103.12384v1.pdf
1301.4213v2,Surface plasmon resonance of two segmented Au Cu nanowires in polycarbonate template,2013,"cond-mat.mtrl-sci, physics.optics","two segmented gold copper nanowires were grown inside the pores of
polycarbonate track (pct) etched membranes from two separate solutions by
electrodeposition method. optical absorption spectra of two...",http://arxiv.org/pdf/1301.4213v2,Downloaded (316.10 KB),"deposition, copper, electrodeposition, cu",25,pdfs/1301.4213v2.pdf
2504.05612v1,High-efficiency broadband active metasurfaces via reversible metal electrodeposition,2025,"physics.optics, cond-mat.mtrl-sci, physics.app-ph","realizing active metasurfaces with substantial tunability is important for
many applications but remains challenging due to difficulties in dynamically
tuning light-matter interactions at subwavelengt...",http://arxiv.org/pdf/2504.05612v1,Downloaded (7592.75 KB),"deposition, copper, electrodeposition, cu",25,pdfs/2504.05612v1.pdf
2002.06634v1,Investigating the role of Cu foil orientation in the growth of large BN films synthesized by reactive RF magnetron sputtering,2020,"cond-mat.mtrl-sci, physics.app-ph","two dimensional materials are an emerging class of materials which is
transforming the present day research activity on a phenomenal scale. hexagonal
boron nitride is a wide band gap 2d material which...",http://arxiv.org/pdf/2002.06634v1,Downloaded (1297.03 KB),"deposition, copper, cu",19,pdfs/2002.06634v1.pdf
1804.03262v3,Correlation of Structure and Stress in Electroplated Thick Ni Films,2018,physics.app-ph,"here we report the evolution of ni stress in electroplated ni films and
investigate its origins as a function of electroplating time. first, low stress
200-nm-thick ti / 200-nm thick ni seed layers ar...",http://arxiv.org/pdf/1804.03262v3,Failed: HTTP Error 404: Not Found,"spacing, electroplating, cu",19,
2301.00971v2,Second Harmonic Generation in Chemical Vapor Deposition Synthesized CuS Crystals,2023,cond-mat.mtrl-sci,"copper sulfide (cus) has garnered significant attention in various fields of
application due to its unique electronic, optical, and catalytic features. in
this study, we present the chemical vapor dep...",http://arxiv.org/pdf/2301.00971v2,Downloaded (1849.90 KB),"deposition, copper, cu",19,pdfs/2301.00971v2.pdf
2110.00714v1,Reversible Structural Transition of Two-Dimensional Copper Selenide on Cu(111),2021,"cond-mat.mtrl-sci, cond-mat.mes-hall","structural engineering opens a door to manipulating the structures and thus
tuning the properties of two-dimensional materials. here, we report a
reversible structural transition in honeycomb cuse mon...",http://arxiv.org/pdf/2110.00714v1,Downloaded (505.36 KB),"deposition, copper, cu",19,pdfs/2110.00714v1.pdf
1107.1909v2,Origin of the Mosaicity in Graphene Grown on Cu(111),2011,cond-mat.mtrl-sci,"we use low-energy electron microscopy to investigate how graphene grows on
cu(111). graphene islands first nucleate at substrate defects such as step
bunches and impurities. a considerable fraction of...",http://arxiv.org/pdf/1107.1909v2,Downloaded (3895.18 KB),cu,6,pdfs/1107.1909v2.pdf
1901.02606v1,Copper atomic contacts exposed to water molecules,2019,physics.chem-ph,"monatomic and molecular hydrogen and also oxygen, as well as water molecules
and oh that are exposed to atomic copper in intimate contact have been studied
theoretically using computational methods. t...",http://arxiv.org/pdf/1901.02606v1,Downloaded (561.43 KB),"copper, cu",12,pdfs/1901.02606v1.pdf
1608.04136v1,Magnetoresistance and surface roughness study of the initial growth of electrodeposited Co/Cu multilayers,2016,cond-mat.mtrl-sci,"the giant magnetoresistance (gmr) effect has been widely investigated on
electrodeposited ferromagnetic/non-magnetic (fm/nm) multilayers generally
containing a large number of bilayers. in most applic...",http://arxiv.org/pdf/1608.04136v1,Downloaded (399.23 KB),"deposition, electrodeposition, cu",19,pdfs/1608.04136v1.pdf
1904.08758v1,"The role of ionization fraction on the surface roughness, density and interface mixing of the films deposited by thermal evaporation, dc magnetron sputtering and HiPIMS: An atomistic simulation",2019,"cond-mat.mtrl-sci, cond-mat.stat-mech, physics.plasm-ph","we explore the effect of ionization fraction on the epitaxial growth of cu
film on cu (111) substrate at room temperature. we compare thermal evaporation,
dc magnetron sputtering (dcms) and high power...",http://arxiv.org/pdf/1904.08758v1,Downloaded (12619.17 KB),"deposition, twin, cu",19,pdfs/1904.08758v1.pdf
1403.7964v1,Crystal orientation relation and macroscopic surface roughness in hetero-epitaxially grown graphene on Cu/mica,2014,cond-mat.mtrl-sci,"a clean, flat and orientation-identified graphene on a substrate is in high
demand for graphene electronics. in this study, the hetero-epitaxial graphene
growth on cu(111)/mica(001) by chemical vapor ...",http://arxiv.org/pdf/1403.7964v1,Downloaded (678.88 KB),"deposition, cu",12,pdfs/1403.7964v1.pdf
0801.0097v1,"A SERS Investigation of Cyanide Adsorption and Reactivity during the Electrodeposition of Gold, Silver and Copper from Aqueous Cyanocomplexes Solutions",2007,cond-mat.mtrl-sci,"in this paper we report on the reactivity of adsorbed cyanide deriving from
ligand release during metal electrodeposition from cyanocomplex solutions of
au(i), au(iii), ag(i) and cu(i) in h2o and d2o....",http://arxiv.org/pdf/0801.0097v1,Downloaded (779.15 KB),"deposition, copper, electrodeposition, cu",25,pdfs/0801.0097v1.pdf
1401.4444v1,Mesoscopic Models of Plants Composed of Metallic Nanowires,2013,cond-mat.mtrl-sci,"various metallic structures of complex shape resembling living plant
organisms (biomimetics) are produced as a result of selfassembly of nanowires
growing on porous membranes in the course of pulse cu...",http://arxiv.org/pdf/1401.4444v1,Downloaded (10491.74 KB),"deposition, electrodeposition, electroplating, cu",25,pdfs/1401.4444v1.pdf
0304459v1,First-principles study of adhesion at Cu/SiO$_2$ interfaces,2003,cond-mat.mtrl-sci,"the structural, electronic, and adhesive properties of cu/sio$_2$ interfaces
are investigated using first-principles density-functional theory within the
local density approximation.
  interfaces betw...",http://arxiv.org/pdf/cond-mat/0304459v1,Downloaded (664.82 KB),"deposition, cu, fcc cu",19,pdfs/0304459v1.pdf
2211.01010v1,One-Step Formation of Plasmonic Cu Nanodomains in p-Type Cu$_2$O Matrix Films for Enhanced Photoconversion of n-ZnO/p-Cu$_2$O Heterojunctions,2022,"physics.app-ph, cond-mat.mtrl-sci","plasmonic cu nanoparticles were in-situ grown into a cu$_2$o semiconductor
matrix by using reactive magnetron sputtering and adjusting the amount of
oxygen available during the synthesis in order to p...",http://arxiv.org/pdf/2211.01010v1,Downloaded (2034.88 KB),"deposition, copper, cu",19,pdfs/2211.01010v1.pdf
2503.01939v1,Unveiling temperature and phase boundaries in laser-driven shocked and released copper: insights from ultra-fast X-ray Absorption Spectroscopy up to 300 GPa,2025,"cond-mat.mtrl-sci, physics.plasm-ph","cu is an ubiquitous material used in industry for its great thermal and
electrical properties. studying the high-pressure high temperature properties
of copper (cu) is relevant for nuclear fusion rese...",http://arxiv.org/pdf/2503.01939v1,Downloaded (1077.62 KB),"copper, cu",12,pdfs/2503.01939v1.pdf
1609.06367v1,Anomalous Hall hysteresis in Tm3Fe5O12/Pt with strain-induced perpendicular magnetic anisotropy,2016,cond-mat.mtrl-sci,"we demonstrate robust interface strain-induced perpendicular magnetic
anisotropy in atomically flat ferrimagnetic insulator tm3fe5o12 films grown
with pulsed laser deposition on substituted-gd3ga5o12 ...",http://arxiv.org/pdf/1609.06367v1,Downloaded (838.21 KB),"deposition, cu",12,pdfs/1609.06367v1.pdf
2402.04804v1,Ab initio study of subsurface diffusion of Cu on the H-passivated Si(001) surface,2024,cond-mat.mtrl-sci,"in this paper we use density-functional theory calculations to analyze both
the stability and diffusion of cu adatoms near and on the h-passivated si(001)
surface. two different cu sources are conside...",http://arxiv.org/pdf/2402.04804v1,Downloaded (1232.41 KB),cu,6,pdfs/2402.04804v1.pdf
2009.08056v1,Synthesis of Cu mono-component metallic glass by the deposition on amorphous SiO$_2$ substrate: a molecular dynamics study,2020,"cond-mat.mtrl-sci, physics.chem-ph","in this work, we simulated the physical vapor deposition (pvd) process of cu
atoms on the amorphous sio$_2$ substrate. the resulting cu thin layer exhibit
amorphous structure. the cu liquid quenching ...",http://arxiv.org/pdf/2009.08056v1,Downloaded (367.34 KB),"deposition, cu",12,pdfs/2009.08056v1.pdf
2306.09522v1,Pressure-Induced Detour of Li$^+$ Transport during Large-Scale Electroplating of Lithium in High-Energy Lithium Metal Pouch Cells,2023,"physics.chem-ph, cond-mat.mtrl-sci","externally applied pressure impacts the performance of batteries particularly
in those undergoing large volume changes, such as lithium metal batteries. in
particular, the li$^+$ electroplating proces...",http://arxiv.org/pdf/2306.09522v1,Downloaded (1362.19 KB),"lithium, deposition, electroplating, battery, cu",31,pdfs/2306.09522v1.pdf
0707.0749v1,Kinetics of Electrodeposition of Silver and Copper at Template Synthesis of Nanowires,2007,"cond-mat.mes-hall, cond-mat.mtrl-sci","the results of investigation of kinetics of nanopores filling into membranes
from aluminum oxide (pore diameter - 200 nm, porosity ~ 50%) at
electrodeposition of copper and silver are described. it is...",http://arxiv.org/pdf/0707.0749v1,Downloaded (243.46 KB),"deposition, copper, electrodeposition, cu",25,pdfs/0707.0749v1.pdf
2107.12726v1,New submonolayer copper telluride phase on Cu(111) -- ad-chain and trough formation,2021,cond-mat.mtrl-sci,"we present a so far undetected submonolayer phase of copper telluride on
cu(111) with $\left(5 \times \sqrt{3}\right)_{\text{rect}}$ periodicity and
coverage of 0.40 ml tellurium (te), which can be gr...",http://arxiv.org/pdf/2107.12726v1,Downloaded (12680.21 KB),"copper, cu",12,pdfs/2107.12726v1.pdf
1611.02432v1,Giant magnetoresistance in electrodeposited Co-Cu/Cu multilayers: origin of absence of oscillatory behaviour,2016,cond-mat.mtrl-sci,"a detailed study of the evolution of the magnetoresistance was performed on
electrodeposited co/cu multilayers with cu layer thicknesses ranging from 0.5
nm to 4.5 nm. for thin cu layers (up to 1.5 nm...",http://arxiv.org/pdf/1611.02432v1,Downloaded (441.58 KB),cu,6,pdfs/1611.02432v1.pdf
1012.1588v2,"High Quality, Transferable Graphene Grown on Single Crystal Cu(111) Thin Films on Basal-Plane Sapphire",2010,cond-mat.mtrl-sci,"the current method of growing large-area graphene on cu surfaces
(polycrystalline foils and thin films) and its transfer to arbitrary substrates
is technologically attractive. however, the quality of ...",http://arxiv.org/pdf/1012.1588v2,Downloaded (480.66 KB),cu,6,pdfs/1012.1588v2.pdf
1811.10510v1,Synthesis of Oxidation-Resistant Electrochemical-Active Copper Nanowires Using Phenylenediamine Isomers,2018,cond-mat.mtrl-sci,"phenylenediamine (pda) was chosen as a coordinating, reducing, and capping
agent to effectively direct growth and protect against oxidation of cu
nanowires (cu nws) in an aqueous solution. pda was fou...",http://arxiv.org/pdf/1811.10510v1,Downloaded (929.03 KB),"copper, cu",12,pdfs/1811.10510v1.pdf
2210.16686v1,"Is Cu$_{3-x}$P a semiconductor, a metal, or a semimetal?",2022,cond-mat.mtrl-sci,"despite the recent surge in interest in cu$_{3-x}$p for catalysis, batteries,
and plasmonics, the electronic nature of cu$_{3-x}$p remains unclear. some
studies have shown evidence of semiconducting b...",http://arxiv.org/pdf/2210.16686v1,Downloaded (17980.74 KB),"deposition, copper, cu",19,pdfs/2210.16686v1.pdf
1501.01740v1,Wafer-scale CVD Growth of Monolayer Hexagonal Boron Nitride with Large Domain Size by Cu Foil Enclosure Approach,2015,cond-mat.mtrl-sci,"chemical vapor deposition synthesis of large domain hexagonal boron nitride
(h-bn) with uniform thickness on cu foils is of great challenge, originating
from the extremely high nucleation densities an...",http://arxiv.org/pdf/1501.01740v1,Downloaded (1184.55 KB),"deposition, cu",12,pdfs/1501.01740v1.pdf
